keyword,using top 1,using top 3,using weight > 50,all
hal,Africa_Europe,Africa_Europe,Africa_Europe,Asia_Australia
hay,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sofrimento,Africa_Europe,Africa_Europe,Americas,Americas
felicitaciones,Americas,Africa_Europe,Africa_Europe,Americas
ninguna,Americas,Americas,Americas,Americas
creen,Americas,Americas,Americas,Americas
attorney,Americas,Americas,Americas,Americas
crowd,Asia_Australia,Asia_Australia,Americas,Americas
meer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
55555,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
creer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ansiosa,Americas,Americas,Americas,Americas
muito,Americas,Americas,Americas,Americas
uma,Americas,Americas,Americas,Americas
foi,Americas,Americas,Americas,Americas
muita,Americas,Americas,Americas,Americas
retiro,Americas,Americas,Americas,Americas
было,Africa_Europe,Asia_Australia,Africa_Europe,Africa_Europe
crianças,Americas,Americas,Americas,Americas
jajajaja,Americas,Americas,Americas,Americas
kurang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
maconha,Americas,Americas,Americas,Americas
información,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sou,Americas,Americas,Americas,Americas
soy,Americas,Americas,Americas,Americas
novo,Americas,Americas,Americas,Americas
tamo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nova,Americas,Americas,Americas,Americas
humanos,Americas,Americas,Americas,Americas
rolê,Americas,Americas,Americas,Americas
vontade,Americas,Americas,Americas,Americas
talento,Americas,Americas,Americas,Americas
seguir,Americas,Americas,Americas,Americas
países,Africa_Europe,Africa_Europe,Africa_Europe,Americas
saja,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
meninos,Americas,Americas,Americas,Americas
peso,Americas,Americas,Americas,Americas
pesos,Americas,Americas,Americas,Americas
saygı,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
caralho,Africa_Europe,Africa_Europe,Africa_Europe,Americas
leer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sampe,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
rola,Americas,Americas,Americas,Americas
domingo,Americas,Americas,Americas,Americas
perguntando,Americas,Americas,Americas,Americas
puse,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pior,Americas,Americas,Americas,Americas
puso,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
maldita,Americas,Americas,Americas,Americas
entrevista,Americas,Americas,Americas,Americas
maldito,Americas,Americas,Americas,Americas
corpo,Americas,Americas,Americas,Americas
diciembre,Americas,Americas,Americas,Americas
ver,Americas,Americas,Americas,Americas
vez,Americas,Americas,Americas,Americas
pelo,Americas,Americas,Americas,Americas
decir,Americas,Americas,Americas,Americas
ven,Americas,Americas,Americas,Americas
veo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
vem,Africa_Europe,Africa_Europe,Africa_Europe,Americas
vei,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
saindo,Americas,Americas,Americas,Americas
caos,Americas,Americas,Americas,Americas
tangina,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
irmão,Americas,Americas,Americas,Americas
querem,Africa_Europe,Americas,Americas,Americas
querer,Americas,Americas,Americas,Americas
boca,Americas,Americas,Americas,Americas
pienso,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cumpleaños,Americas,Americas,Americas,Americas
voltei,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
trop,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
juro,Africa_Europe,Africa_Europe,Africa_Europe,Americas
oleh,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
يبارك,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cabelo,Americas,Americas,Americas,Americas
तरह,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
positivo,Americas,Americas,Americas,Americas
filme,Africa_Europe,Africa_Europe,Africa_Europe,Americas
papai,Americas,Americas,Americas,Americas
oregon,Americas,Americas,Americas,Americas
brincadeira,Americas,Americas,Americas,Americas
pretend,Americas,Americas,Americas,Americas
abortion,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
bersama,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
wird,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
problemas,Americas,Americas,Americas,Americas
tenés,Americas,Americas,Americas,Americas
tirar,Americas,Americas,Americas,Americas
justo,Americas,Americas,Americas,Americas
raiva,Americas,Americas,Americas,Americas
bastante,Americas,Americas,Americas,Americas
colocar,Americas,Americas,Americas,Americas
llega,Americas,Americas,Americas,Americas
llego,Americas,Americas,Americas,Americas
atas,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pulled,Americas,Americas,Americas,Americas
anterior,Americas,Americas,Americas,Americas
colorado,Americas,Americas,Americas,Americas
jio,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
بہت,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
temen,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mañana,Americas,Americas,Americas,Americas
могу,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
paling,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ódio,Americas,Americas,Americas,Americas
coba,Americas,Americas,Americas,Americas
uber,Americas,Americas,Americas,Americas
tienen,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
huevos,Africa_Europe,Africa_Europe,Americas,Americas
foda-se,Americas,Americas,Americas,Americas
brasil,Americas,Americas,Americas,Americas
sede,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
apaixonado,Africa_Europe,Africa_Europe,Africa_Europe,Americas
voto,Americas,Americas,Americas,Americas
ons,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
están,Americas,Americas,Americas,Americas
fml,Americas,Americas,Americas,Americas
estás,Americas,Americas,Americas,Americas
setiap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cerebro,Americas,Americas,Americas,Americas
ridiculous,Americas,Americas,Americas,Americas
beber,Americas,Americas,Americas,Americas
rival,Africa_Europe,Africa_Europe,Africa_Europe,Americas
poder,Americas,Americas,Americas,Americas
favorito,Americas,Americas,Americas,Americas
futuro,Americas,Americas,Americas,Americas
sao,Americas,Americas,Americas,Americas
siendo,Americas,Americas,Americas,Americas
forças,Africa_Europe,Africa_Europe,Africa_Europe,Americas
noção,Africa_Europe,Africa_Europe,Africa_Europe,Americas
jaga,Americas,Americas,Americas,Americas
अपन,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cualquier,Americas,Americas,Americas,Americas
merece,Africa_Europe,Africa_Europe,Africa_Europe,Americas
deixei,Americas,Americas,Americas,Americas
sala,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
gritando,Americas,Americas,Americas,Americas
federal,Americas,Americas,Americas,Americas
dolor,Americas,Americas,Americas,Americas
miércoles,Americas,Americas,Americas,Americas
puntos,Americas,Americas,Americas,Americas
olha,Americas,Americas,Americas,Americas
करन,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
olho,Americas,Americas,Americas,Americas
mince,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
elas,Americas,Americas,Americas,Americas
eylesin,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
rapaziada,Americas,Americas,Americas,Americas
کچھ,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
fotoğraf,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mané,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
época,Americas,Americas,Americas,Americas
خان,Asia_Australia,Africa_Europe,Africa_Europe,Africa_Europe
espn,Americas,Americas,Americas,Americas
temporada,Americas,Americas,Americas,Americas
yağmur,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mana,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mano,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sabendo,Americas,Americas,Americas,Americas
siii,Americas,Americas,Americas,Americas
boas,Americas,Africa_Europe,Americas,Americas
pessoa,Americas,Americas,Americas,Americas
tomei,Americas,Americas,Americas,Americas
personas,Americas,Americas,Americas,Americas
takut,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bonjour,Americas,Americas,Americas,Americas
título,Africa_Europe,Africa_Europe,Americas,Americas
теперь,Asia_Australia,Africa_Europe,Africa_Europe,Africa_Europe
ingat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
fama,Americas,Americas,Americas,Americas
desejo,Americas,Americas,Americas,Americas
droga,Americas,Americas,Americas,Americas
trump's,Americas,Americas,Americas,Americas
wpp,Americas,Americas,Americas,Americas
harris,Americas,Americas,Americas,Americas
oportunidade,Americas,Americas,Americas,Americas
aniversário,Americas,Americas,Americas,Americas
posta,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
costa,Americas,Americas,Americas,Americas
ilgili,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nothin,Americas,Americas,Americas,Americas
nesse,Americas,Americas,Americas,Americas
nessa,Americas,Americas,Americas,Americas
когда,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
rooting,Africa_Europe,Asia_Australia,Asia_Australia,Asia_Australia
vamo,Americas,Americas,Americas,Americas
processo,Americas,Americas,Americas,Americas
verdad,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cari,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
simplemente,Americas,Americas,Americas,Americas
betul,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
aborto,Americas,Americas,Americas,Americas
hacemos,Americas,Americas,Americas,Americas
panjang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
aiai,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dari,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
acá,Americas,Americas,Americas,Americas
enero,Americas,Americas,Americas,Americas
conheço,Africa_Europe,Africa_Europe,Africa_Europe,Americas
además,Americas,Americas,Americas,Americas
dictadura,Americas,Americas,Americas,Americas
tava,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
hoje,Americas,Americas,Americas,Americas
ouro,Americas,Americas,Americas,Americas
mandando,Americas,Americas,Americas,Americas
feia,Americas,Americas,Americas,Americas
favorita,Americas,Americas,Americas,Americas
película,Americas,Americas,Americas,Americas
makan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ayuda,Africa_Europe,Africa_Europe,Americas,Americas
het,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cerveja,Americas,Americas,Americas,Americas
heb,Americas,Americas,Americas,Americas
bunda,Africa_Europe,Africa_Europe,Americas,Americas
completo,Americas,Americas,Americas,Americas
nasci,Africa_Europe,Americas,Americas,Americas
keine,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mundo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
kuch,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
estão,Americas,Americas,Americas,Americas
тоже,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
langsung,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
koi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pedir,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
congress,Americas,Americas,Americas,Americas
terra,Americas,Americas,Americas,Americas
posible,Americas,Americas,Americas,Americas
masa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
uit,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
saison,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jaja,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
muero,Americas,Americas,Americas,Americas
pasó,Americas,Americas,Americas,Americas
ataque,Americas,Americas,Americas,Americas
mudou,Americas,Americas,Americas,Americas
rapaz,Africa_Europe,Africa_Europe,Africa_Europe,Americas
morrendo,Americas,Americas,Americas,Americas
tristeza,Americas,Americas,Americas,Americas
coração,Americas,Americas,Americas,Americas
peor,Americas,Americas,Americas,Americas
bagaimana,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
larga,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
largo,Americas,Americas,Americas,Americas
pase,Americas,Americas,Americas,Americas
pasa,Americas,Americas,Americas,Americas
paso,Americas,Americas,Americas,Americas
hice,Americas,Americas,Americas,Americas
rasanya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tanya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
deles,Americas,Americas,Americas,Americas
súper,Americas,Americas,Americas,Americas
hasn,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
esses,Americas,Americas,Americas,Americas
pico,Americas,Americas,Americas,Americas
sobrang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vie,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
vim,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vir,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
entrar,Americas,Americas,Americas,Americas
viu,Americas,Americas,Americas,Americas
corte,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
objetivo,Americas,Americas,Americas,Americas
diferente,Americas,Americas,Americas,Americas
moro,Americas,Americas,Americas,Americas
mora,Africa_Europe,Americas,Americas,Americas
duda,Americas,Americas,Americas,Americas
datang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
visão,Americas,Americas,Americas,Americas
раз,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
شقق,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
klo,Americas,Americas,Americas,Americas
pecho,Africa_Europe,Africa_Europe,Americas,Americas
ponto,Americas,Americas,Americas,Americas
states,Americas,Americas,Americas,Americas
biden,Americas,Americas,Americas,Americas
خزانات,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
lejos,Americas,Americas,Americas,Americas
hugo,Americas,Americas,Americas,Americas
att,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
voltar,Americas,Americas,Americas,Americas
browns,Americas,Americas,Americas,Americas
golpe,Americas,Americas,Americas,Americas
não,Americas,Americas,Americas,Americas
ise,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ito,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
signo,Americas,Americas,Americas,Americas
papel,Americas,Americas,Americas,Americas
pang,Africa_Europe,Africa_Europe,Asia_Australia,Asia_Australia
itu,Americas,Americas,Americas,Americas
digan,Americas,Americas,Americas,Americas
alle,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pronta,Americas,Americas,Americas,Americas
pronto,Americas,Americas,Americas,Americas
buscar,Americas,Americas,Americas,Americas
nossos,Americas,Americas,Americas,Americas
aula,Americas,Americas,Americas,Americas
personne,Americas,Americas,Africa_Europe,Africa_Europe
dedi,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
consigo,Americas,Americas,Americas,Americas
dedo,Americas,Americas,Americas,Americas
odio,Americas,Americas,Americas,Americas
subir,Americas,Americas,Americas,Americas
aceito,Americas,Americas,Americas,Americas
nossa,Americas,Americas,Americas,Americas
nosso,Americas,Americas,Americas,Americas
für,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
allá,Americas,Americas,Americas,Americas
votos,Americas,Americas,Americas,Americas
vídeos,Americas,Americas,Americas,Americas
imagina,Africa_Europe,Africa_Europe,Americas,Americas
imagino,Americas,Americas,Americas,Americas
tenha,Americas,Americas,Americas,Americas
precisando,Americas,Americas,Americas,Americas
ídolo,Americas,Americas,Americas,Americas
nome,Americas,Americas,Americas,Americas
felicidades,Americas,Americas,Americas,Americas
contra,Americas,Americas,Americas,Americas
murah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
talvez,Americas,Americas,Americas,Americas
obama,Americas,Americas,Americas,Americas
hocam,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aan,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bhi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
alegría,Africa_Europe,Americas,Americas,Americas
pasar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tentar,Americas,Americas,Americas,Americas
عفش,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
brooklyn,Americas,Americas,Americas,Americas
sentar,Americas,Americas,Americas,Americas
gabi,Asia_Australia,Asia_Australia,Asia_Australia,Americas
gols,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ojo,Americas,Americas,Americas,Americas
juju,Americas,Americas,Americas,Americas
पहल,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
algún,Americas,Americas,Americas,Americas
necesitas,Americas,Americas,Americas,Americas
première,Americas,Americas,Americas,Americas
crl,Africa_Europe,Asia_Australia,Asia_Australia,Asia_Australia
insane,Asia_Australia,Asia_Australia,Americas,Americas
ser,Americas,Americas,Americas,Americas
jadi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
evde,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sem,Americas,Americas,Americas,Americas
sei,Americas,Americas,Americas,Americas
ninguém,Americas,Americas,Americas,Americas
natale,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
beli,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
belo,Americas,Americas,Americas,Americas
interessante,Americas,Americas,Americas,Americas
dizer,Africa_Europe,Africa_Europe,Americas,Americas
ntar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cansei,Africa_Europe,Africa_Europe,Americas,Americas
devia,Africa_Europe,Africa_Europe,Africa_Europe,Americas
això,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
baixo,Americas,Americas,Americas,Americas
mlk,Americas,Americas,Americas,Americas
admiro,Americas,Americas,Americas,Americas
von,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
moto,Americas,Americas,Americas,Americas
vou,Africa_Europe,Africa_Europe,Americas,Americas
voy,Americas,Americas,Americas,Americas
voz,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
amo,Americas,Americas,Americas,Americas
acabo,Americas,Americas,Americas,Americas
próprio,Americas,Americas,Americas,Americas
própria,Americas,Americas,Americas,Americas
chegou,Americas,Americas,Americas,Americas
trouxa,Americas,Americas,Americas,Americas
semoga,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
amg,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
año,Americas,Americas,Americas,Americas
assistindo,Americas,Americas,Americas,Americas
conversar,Africa_Europe,Americas,Americas,Americas
eles,Americas,Americas,Americas,Americas
kelly,Americas,Americas,Americas,Americas
salve,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
buka,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mandar,Americas,Americas,Americas,Americas
prefiro,Americas,Americas,Americas,Americas
tio,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tomar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
continua,Americas,Americas,Americas,Americas
frère,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
senate,Americas,Americas,Americas,Americas
cansa,Americas,Americas,Americas,Americas
pala,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
aquele,Americas,Americas,Americas,Americas
kasih,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
aquela,Americas,Americas,Americas,Americas
idade,Americas,Americas,Americas,Americas
santo,Americas,Americas,Americas,Americas
tidak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
veces,Americas,Americas,Americas,Americas
amado,Americas,Americas,Americas,Americas
